"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 35 to 39 years","Estonia","Males","2011","Total","Percentage","9.7",""
"From 35 to 39 years","Estonia","Males","2012","Total","Percentage","9.5",""
"From 35 to 39 years","Estonia","Males","2013","Total","Percentage","7.3",""
"From 35 to 39 years","Estonia","Males","2014","Total","Percentage","6.1",""
"From 35 to 39 years","Estonia","Males","2015","Total","Percentage","6.3",""
"From 35 to 39 years","Estonia","Males","2016","Total","Percentage","4.4","u"
"From 35 to 39 years","Estonia","Females","2005","Total","Percentage","6.1","bu"
"From 35 to 39 years","Estonia","Females","2006","Total","Percentage","5.3","u"
"From 35 to 39 years","Estonia","Females","2007","Total","Percentage","6.0","u"
"From 35 to 39 years","Estonia","Females","2008","Total","Percentage","6.3","u"
"From 35 to 39 years","Estonia","Females","2009","Total","Percentage","7.5","u"
"From 35 to 39 years","Estonia","Females","2010","Total","Percentage","11.7",""
"From 35 to 39 years","Estonia","Females","2011","Total","Percentage","10.9",""
"From 35 to 39 years","Estonia","Females","2012","Total","Percentage","6.8","u"
"From 35 to 39 years","Estonia","Females","2013","Total","Percentage","9.8",""
"From 35 to 39 years","Estonia","Females","2014","Total","Percentage","8.3",""
"From 35 to 39 years","Estonia","Females","2015","Total","Percentage","5.9","u"
"From 35 to 39 years","Estonia","Females","2016","Total","Percentage","6.3","u"
"From 35 to 39 years","Ireland","Total","2005","Total","Percentage","3.4","b"
"From 35 to 39 years","Ireland","Total","2006","Total","Percentage","3.8",""
"From 35 to 39 years","Ireland","Total","2007","Total","Percentage","3.9","b"
"From 35 to 39 years","Ireland","Total","2008","Total","Percentage","5.3",""
"From 35 to 39 years","Ireland","Total","2009","Total","Percentage","10.1","b"
"From 35 to 39 years","Ireland","Total","2010","Total","Percentage","12.8",""
"From 35 to 39 years","Ireland","Total","2011","Total","Percentage","12.7",""
"From 35 to 39 years","Ireland","Total","2012","Total","Percentage","12.9",""
"From 35 to 39 years","Ireland","Total","2013","Total","Percentage","10.9",""
"From 35 to 39 years","Ireland","Total","2014","Total","Percentage","9.0",""
"From 35 to 39 years","Ireland","Total","2015","Total","Percentage","7.2",""
"From 35 to 39 years","Ireland","Total","2016","Total","Percentage","6.7",""
"From 35 to 39 years","Ireland","Males","2005","Total","Percentage","3.6","b"
"From 35 to 39 years","Ireland","Males","2006","Total","Percentage","3.9",""
"From 35 to 39 years","Ireland","Males","2007","Total","Percentage","4.1","b"
"From 35 to 39 years","Ireland","Males","2008","Total","Percentage","6.5",""
"From 35 to 39 years","Ireland","Males","2009","Total","Percentage","12.2","b"
"From 35 to 39 years","Ireland","Males","2010","Total","Percentage","15.5",""
"From 35 to 39 years","Ireland","Males","2011","Total","Percentage","15.2",""
"From 35 to 39 years","Ireland","Males","2012","Total","Percentage","15.3",""
"From 35 to 39 years","Ireland","Males","2013","Total","Percentage","13.1",""
"From 35 to 39 years","Ireland","Males","2014","Total","Percentage","10.8",""
"From 35 to 39 years","Ireland","Males","2015","Total","Percentage","8.1",""
"From 35 to 39 years","Ireland","Males","2016","Total","Percentage","7.6",""
"From 35 to 39 years","Ireland","Females","2005","Total","Percentage","3.1","bu"
"From 35 to 39 years","Ireland","Females","2006","Total","Percentage","3.7",""
"From 35 to 39 years","Ireland","Females","2007","Total","Percentage","3.5","b"
"From 35 to 39 years","Ireland","Females","2008","Total","Percentage","3.7",""
"From 35 to 39 years","Ireland","Females","2009","Total","Percentage","7.2","b"
"From 35 to 39 years","Ireland","Females","2010","Total","Percentage","9.0",""
"From 35 to 39 years","Ireland","Females","2011","Total","Percentage","9.5",""
"From 35 to 39 years","Ireland","Females","2012","Total","Percentage","9.9",""
"From 35 to 39 years","Ireland","Females","2013","Total","Percentage","8.1",""
"From 35 to 39 years","Ireland","Females","2014","Total","Percentage","7.0",""
"From 35 to 39 years","Ireland","Females","2015","Total","Percentage","6.1",""
"From 35 to 39 years","Ireland","Females","2016","Total","Percentage","5.6",""
"From 35 to 39 years","Greece","Total","2005","Total","Percentage","9.0","b"
"From 35 to 39 years","Greece","Total","2006","Total","Percentage","7.7",""
"From 35 to 39 years","Greece","Total","2007","Total","Percentage","7.1",""
"From 35 to 39 years","Greece","Total","2008","Total","Percentage","6.5",""
"From 35 to 39 years","Greece","Total","2009","Total","Percentage","8.8","b"
"From 35 to 39 years","Greece","Total","2010","Total","Percentage","11.5",""
"From 35 to 39 years","Greece","Total","2011","Total","Percentage","15.7",""
"From 35 to 39 years","Greece","Total","2012","Total","Percentage","22.3",""
"From 35 to 39 years","Greece","Total","2013","Total","Percentage","25.7",""
"From 35 to 39 years","Greece","Total","2014","Total","Percentage","24.7",""
"From 35 to 39 years","Greece","Total","2015","Total","Percentage","23.3",""
"From 35 to 39 years","Greece","Total","2016","Total","Percentage","21.4",""
"From 35 to 39 years","Greece","Males","2005","Total","Percentage","5.1","b"
"From 35 to 39 years","Greece","Males","2006","Total","Percentage","4.1",""
"From 35 to 39 years","Greece","Males","2007","Total","Percentage","3.2",""
"From 35 to 39 years","Greece","Males","2008","Total","Percentage","3.1",""
"From 35 to 39 years","Greece","Males","2009","Total","Percentage","5.9","b"
"From 35 to 39 years","Greece","Males","2010","Total","Percentage","8.9",""
"From 35 to 39 years","Greece","Males","2011","Total","Percentage","12.4",""
"From 35 to 39 years","Greece","Males","2012","Total","Percentage","19.2",""
"From 35 to 39 years","Greece","Males","2013","Total","Percentage","22.7",""
"From 35 to 39 years","Greece","Males","2014","Total","Percentage","21.6",""
"From 35 to 39 years","Greece","Males","2015","Total","Percentage","18.5",""
"From 35 to 39 years","Greece","Males","2016","Total","Percentage","16.6",""
"From 35 to 39 years","Greece","Females","2005","Total","Percentage","14.0","b"
"From 35 to 39 years","Greece","Females","2006","Total","Percentage","12.6",""
"From 35 to 39 years","Greece","Females","2007","Total","Percentage","12.1",""
"From 35 to 39 years","Greece","Females","2008","Total","Percentage","11.1",""
"From 35 to 39 years","Greece","Females","2009","Total","Percentage","12.6","b"
"From 35 to 39 years","Greece","Females","2010","Total","Percentage","14.8",""
"From 35 to 39 years","Greece","Females","2011","Total","Percentage","20.0",""
"From 35 to 39 years","Greece","Females","2012","Total","Percentage","26.3",""
"From 35 to 39 years","Greece","Females","2013","Total","Percentage","29.4",""
"From 35 to 39 years","Greece","Females","2014","Total","Percentage","28.6",""
"From 35 to 39 years","Greece","Females","2015","Total","Percentage","29.0",""
"From 35 to 39 years","Greece","Females","2016","Total","Percentage","27.4",""
"From 35 to 39 years","Spain","Total","2005","Total","Percentage","7.7","b"
"From 35 to 39 years","Spain","Total","2006","Total","Percentage","7.1",""
"From 35 to 39 years","Spain","Total","2007","Total","Percentage","7.0",""
"From 35 to 39 years","Spain","Total","2008","Total","Percentage","9.6",""
"From 35 to 39 years","Spain","Total","2009","Total","Percentage","16.3",""
"From 35 to 39 years","Spain","Total","2010","Total","Percentage","18.1",""
"From 35 to 39 years","Spain","Total","2011","Total","Percentage","18.8",""
"From 35 to 39 years","Spain","Total","2012","Total","Percentage","21.6",""
"From 35 to 39 years","Spain","Total","2013","Total","Percentage","22.7",""
"From 35 to 39 years","Spain","Total","2014","Total","Percentage","21.1",""
"From 35 to 39 years","Spain","Total","2015","Total","Percentage","18.8",""
"From 35 to 39 years","Spain","Total","2016","Total","Percentage","16.6",""
"From 35 to 39 years","Spain","Males","2005","Total","Percentage","5.6","b"
"From 35 to 39 years","Spain","Males","2006","Total","Percentage","5.0",""
"From 35 to 39 years","Spain","Males","2007","Total","Percentage","5.2",""
"From 35 to 39 years","Spain","Males","2008","Total","Percentage","8.2",""
"From 35 to 39 years","Spain","Males","2009","Total","Percentage","16.0",""
"From 35 to 39 years","Spain","Males","2010","Total","Percentage","16.7",""
"From 35 to 39 years","Spain","Males","2011","Total","Percentage","17.9",""
"From 35 to 39 years","Spain","Males","2012","Total","Percentage","20.7",""
"From 35 to 39 years","Spain","Males","2013","Total","Percentage","21.3",""
"From 35 to 39 years","Spain","Males","2014","Total","Percentage","19.8",""
"From 35 to 39 years","Spain","Males","2015","Total","Percentage","17.1",""
"From 35 to 39 years","Spain","Males","2016","Total","Percentage","14.5",""
"From 35 to 39 years","Spain","Females","2005","Total","Percentage","10.7","b"
"From 35 to 39 years","Spain","Females","2006","Total","Percentage","9.9",""
"From 35 to 39 years","Spain","Females","2007","Total","Percentage","9.4",""
"From 35 to 39 years","Spain","Females","2008","Total","Percentage","11.4",""
"From 35 to 39 years","Spain","Females","2009","Total","Percentage","16.6",""
"From 35 to 39 years","Spain","Females","2010","Total","Percentage","19.9",""
"From 35 to 39 years","Spain","Females","2011","Total","Percentage","19.9",""
"From 35 to 39 years","Spain","Females","2012","Total","Percentage","22.7",""
"From 35 to 39 years","Spain","Females","2013","Total","Percentage","24.3",""
"From 35 to 39 years","Spain","Females","2014","Total","Percentage","22.6",""
"From 35 to 39 years","Spain","Females","2015","Total","Percentage","20.7",""
"From 35 to 39 years","Spain","Females","2016","Total","Percentage","19.0",""
"From 35 to 39 years","France","Total","2005","Total","Percentage","8.4","b"
"From 35 to 39 years","France","Total","2006","Total","Percentage","7.8",""
"From 35 to 39 years","France","Total","2007","Total","Percentage","6.6",""
"From 35 to 39 years","France","Total","2008","Total","Percentage","6.2",""
"From 35 to 39 years","France","Total","2009","Total","Percentage","7.1",""
"From 35 to 39 years","France","Total","2010","Total","Percentage","7.4",""
"From 35 to 39 years","France","Total","2011","Total","Percentage","7.4",""
"From 35 to 39 years","France","Total","2012","Total","Percentage","7.9",""
"From 35 to 39 years","France","Total","2013","Total","Percentage","8.2",""
"From 35 to 39 years","France","Total","2014","Total","Percentage","8.8","b"
"From 35 to 39 years","France","Total","2015","Total","Percentage","9.0",""
"From 35 to 39 years","France","Total","2016","Total","Percentage","8.8",""
"From 35 to 39 years","France","Males","2005","Total","Percentage","7.0","b"
"From 35 to 39 years","France","Males","2006","Total","Percentage","6.4",""
"From 35 to 39 years","France","Males","2007","Total","Percentage","5.9",""
"From 35 to 39 years","France","Males","2008","Total","Percentage","5.4",""
"From 35 to 39 years","France","Males","2009","Total","Percentage","6.5",""
"From 35 to 39 years","France","Males","2010","Total","Percentage","7.1",""
"From 35 to 39 years","France","Males","2011","Total","Percentage","6.8",""
"From 35 to 39 years","France","Males","2012","Total","Percentage","7.6",""
"From 35 to 39 years","France","Males","2013","Total","Percentage","7.9",""
"From 35 to 39 years","France","Males","2014","Total","Percentage","8.6","b"
"From 35 to 39 years","France","Males","2015","Total","Percentage","9.1",""
"From 35 to 39 years","France","Males","2016","Total","Percentage","8.4",""
"From 35 to 39 years","France","Females","2005","Total","Percentage","10.1","b"
"From 35 to 39 years","France","Females","2006","Total","Percentage","9.2",""
"From 35 to 39 years","France","Females","2007","Total","Percentage","7.4",""
"From 35 to 39 years","France","Females","2008","Total","Percentage","7.2",""
"From 35 to 39 years","France","Females","2009","Total","Percentage","7.7",""
"From 35 to 39 years","France","Females","2010","Total","Percentage","7.7",""
"From 35 to 39 years","France","Females","2011","Total","Percentage","8.2",""
"From 35 to 39 years","France","Females","2012","Total","Percentage","8.1",""
"From 35 to 39 years","France","Females","2013","Total","Percentage","8.4",""
"From 35 to 39 years","France","Females","2014","Total","Percentage","9.0","b"
"From 35 to 39 years","France","Females","2015","Total","Percentage","8.8",""
"From 35 to 39 years","France","Females","2016","Total","Percentage","9.2",""
"From 35 to 39 years","Croatia","Total","2005","Total","Percentage","10.6","b"
"From 35 to 39 years","Croatia","Total","2006","Total","Percentage","9.2","bu"
"From 35 to 39 years","Croatia","Total","2007","Total","Percentage","8.6",""
"From 35 to 39 years","Croatia","Total","2008","Total","Percentage","6.0",""
"From 35 to 39 years","Croatia","Total","2009","Total","Percentage","7.9",""
"From 35 to 39 years","Croatia","Total","2010","Total","Percentage","11.4",""
"From 35 to 39 years","Croatia","Total","2011","Total","Percentage","11.9",""
"From 35 to 39 years","Croatia","Total","2012","Total","Percentage","13.4",""
"From 35 to 39 years","Croatia","Total","2013","Total","Percentage","14.0",""
"From 35 to 39 years","Croatia","Total","2014","Total","Percentage","14.9",""
"From 35 to 39 years","Croatia","Total","2015","Total","Percentage","12.5",""
"From 35 to 39 years","Croatia","Total","2016","Total","Percentage","9.8",""
"From 35 to 39 years","Croatia","Males","2005","Total","Percentage","8.4","bu"
"From 35 to 39 years","Croatia","Males","2006","Total","Percentage","6.5","bu"
"From 35 to 39 years","Croatia","Males","2007","Total","Percentage","7.0","u"
"From 35 to 39 years","Croatia","Males","2008","Total","Percentage","3.3","u"
"From 35 to 39 years","Croatia","Males","2009","Total","Percentage","6.6","u"
"From 35 to 39 years","Croatia","Males","2010","Total","Percentage","9.7",""
"From 35 to 39 years","Croatia","Males","2011","Total","Percentage","10.8",""
"From 35 to 39 years","Croatia","Males","2012","Total","Percentage","13.2",""
"From 35 to 39 years","Croatia","Males","2013","Total","Percentage","15.0",""
"From 35 to 39 years","Croatia","Males","2014","Total","Percentage","15.0",""
"From 35 to 39 years","Croatia","Males","2015","Total","Percentage","10.8",""
"From 35 to 39 years","Croatia","Males","2016","Total","Percentage","7.9",""
"From 35 to 39 years","Croatia","Females","2005","Total","Percentage","12.8","bu"
"From 35 to 39 years","Croatia","Females","2006","Total","Percentage","12.0","bu"
"From 35 to 39 years","Croatia","Females","2007","Total","Percentage","10.3",""
"From 35 to 39 years","Croatia","Females","2008","Total","Percentage","8.9",""
"From 35 to 39 years","Croatia","Females","2009","Total","Percentage","9.4",""
"From 35 to 39 years","Croatia","Females","2010","Total","Percentage","13.4",""
"From 35 to 39 years","Croatia","Females","2011","Total","Percentage","13.2",""
"From 35 to 39 years","Croatia","Females","2012","Total","Percentage","13.5",""
"From 35 to 39 years","Croatia","Females","2013","Total","Percentage","12.9",""
"From 35 to 39 years","Croatia","Females","2014","Total","Percentage","14.8",""
"From 35 to 39 years","Croatia","Females","2015","Total","Percentage","14.4",""
"From 35 to 39 years","Croatia","Females","2016","Total","Percentage","11.9",""
"From 35 to 39 years","Italy","Total","2005","Total","Percentage","6.3","b"
"From 35 to 39 years","Italy","Total","2006","Total","Percentage","5.5",""
"From 35 to 39 years","Italy","Total","2007","Total","Percentage","5.0",""
"From 35 to 39 years","Italy","Total","2008","Total","Percentage","5.7",""
"From 35 to 39 years","Italy","Total","2009","Total","Percentage","6.7",""
"From 35 to 39 years","Italy","Total","2010","Total","Percentage","7.0",""
"From 35 to 39 years","Italy","Total","2011","Total","Percentage","7.1",""
"From 35 to 39 years","Italy","Total","2012","Total","Percentage","9.4",""
"From 35 to 39 years","Italy","Total","2013","Total","Percentage","10.4",""
"From 35 to 39 years","Italy","Total","2014","Total","Percentage","11.2",""
"From 35 to 39 years","Italy","Total","2015","Total","Percentage","10.5",""
"From 35 to 39 years","Italy","Total","2016","Total","Percentage","10.7",""
"From 35 to 39 years","Italy","Males","2005","Total","Percentage","4.2","b"
"From 35 to 39 years","Italy","Males","2006","Total","Percentage","3.8",""
"From 35 to 39 years","Italy","Males","2007","Total","Percentage","3.5",""
"From 35 to 39 years","Italy","Males","2008","Total","Percentage","4.0",""
"From 35 to 39 years","Italy","Males","2009","Total","Percentage","5.2",""
"From 35 to 39 years","Italy","Males","2010","Total","Percentage","5.7",""
"From 35 to 39 years","Italy","Males","2011","Total","Percentage","6.0",""
"From 35 to 39 years","Italy","Males","2012","Total","Percentage","8.1",""
"From 35 to 39 years","Italy","Males","2013","Total","Percentage","9.2",""
"From 35 to 39 years","Italy","Males","2014","Total","Percentage","9.7",""
"From 35 to 39 years","Italy","Males","2015","Total","Percentage","9.5",""
"From 35 to 39 years","Italy","Males","2016","Total","Percentage","9.3",""
"From 35 to 39 years","Italy","Females","2005","Total","Percentage","9.1","b"
"From 35 to 39 years","Italy","Females","2006","Total","Percentage","7.8",""
"From 35 to 39 years","Italy","Females","2007","Total","Percentage","7.1",""
"From 35 to 39 years","Italy","Females","2008","Total","Percentage","8.0",""
"From 35 to 39 years","Italy","Females","2009","Total","Percentage","8.6",""
"From 35 to 39 years","Italy","Females","2010","Total","Percentage","8.8",""
"From 35 to 39 years","Italy","Females","2011","Total","Percentage","8.5",""
"From 35 to 39 years","Italy","Females","2012","Total","Percentage","11.1",""
"From 35 to 39 years","Italy","Females","2013","Total","Percentage","11.9",""
"From 35 to 39 years","Italy","Females","2014","Total","Percentage","13.0",""
"From 35 to 39 years","Italy","Females","2015","Total","Percentage","11.8",""
"From 35 to 39 years","Italy","Females","2016","Total","Percentage","12.5",""
"From 35 to 39 years","Cyprus","Total","2005","Total","Percentage","4.2","b"
"From 35 to 39 years","Cyprus","Total","2006","Total","Percentage","4.6",""
"From 35 to 39 years","Cyprus","Total","2007","Total","Percentage","2.8","u"
"From 35 to 39 years","Cyprus","Total","2008","Total","Percentage","2.9","u"
"From 35 to 39 years","Cyprus","Total","2009","Total","Percentage","3.6","b"
"From 35 to 39 years","Cyprus","Total","2010","Total","Percentage","4.3",""
"From 35 to 39 years","Cyprus","Total","2011","Total","Percentage","6.0",""
"From 35 to 39 years","Cyprus","Total","2012","Total","Percentage","9.4",""
"From 35 to 39 years","Cyprus","Total","2013","Total","Percentage","10.7",""
"From 35 to 39 years","Cyprus","Total","2014","Total","Percentage","10.3",""
"From 35 to 39 years","Cyprus","Total","2015","Total","Percentage","11.0",""
"From 35 to 39 years","Cyprus","Total","2016","Total","Percentage","9.5",""
"From 35 to 39 years","Cyprus","Males","2005","Total","Percentage","2.2","bu"
"From 35 to 39 years","Cyprus","Males","2006","Total","Percentage","3.3","u"
"From 35 to 39 years","Cyprus","Males","2007","Total","Percentage",":","u"
"From 35 to 39 years","Cyprus","Males","2008","Total","Percentage","2.3","u"
"From 35 to 39 years","Cyprus","Males","2009","Total","Percentage","3.3","bu"
"From 35 to 39 years","Cyprus","Males","2010","Total","Percentage","4.2","u"
"From 35 to 39 years","Cyprus","Males","2011","Total","Percentage","6.8",""
"From 35 to 39 years","Cyprus","Males","2012","Total","Percentage","11.0",""
"From 35 to 39 years","Cyprus","Males","2013","Total","Percentage","10.8",""
"From 35 to 39 years","Cyprus","Males","2014","Total","Percentage","10.0",""
"From 35 to 39 years","Cyprus","Males","2015","Total","Percentage","10.7",""
"From 35 to 39 years","Cyprus","Males","2016","Total","Percentage","8.2",""
"From 35 to 39 years","Cyprus","Females","2005","Total","Percentage","6.5","bu"
"From 35 to 39 years","Cyprus","Females","2006","Total","Percentage","6.1","u"
"From 35 to 39 years","Cyprus","Females","2007","Total","Percentage","4.0","u"
"From 35 to 39 years","Cyprus","Females","2008","Total","Percentage","3.7","u"
"From 35 to 39 years","Cyprus","Females","2009","Total","Percentage","3.9","bu"
"From 35 to 39 years","Cyprus","Females","2010","Total","Percentage","4.4","u"
"From 35 to 39 years","Cyprus","Females","2011","Total","Percentage","5.3",""
"From 35 to 39 years","Cyprus","Females","2012","Total","Percentage","7.9",""
"From 35 to 39 years","Cyprus","Females","2013","Total","Percentage","10.7",""
"From 35 to 39 years","Cyprus","Females","2014","Total","Percentage","10.7",""
"From 35 to 39 years","Cyprus","Females","2015","Total","Percentage","11.2",""
"From 35 to 39 years","Cyprus","Females","2016","Total","Percentage","10.8",""
"From 35 to 39 years","Latvia","Total","2005","Total","Percentage","8.1","b"
"From 35 to 39 years","Latvia","Total","2006","Total","Percentage","5.1",""
"From 35 to 39 years","Latvia","Total","2007","Total","Percentage","5.3",""
"From 35 to 39 years","Latvia","Total","2008","Total","Percentage","7.5",""
"From 35 to 39 years","Latvia","Total","2009","Total","Percentage","14.5",""
"From 35 to 39 years","Latvia","Total","2010","Total","Percentage","18.5",""
"From 35 to 39 years","Latvia","Total","2011","Total","Percentage","13.3",""
"From 35 to 39 years","Latvia","Total","2012","Total","Percentage","11.4",""
"From 35 to 39 years","Latvia","Total","2013","Total","Percentage","10.8",""
"From 35 to 39 years","Latvia","Total","2014","Total","Percentage","12.3",""
"From 35 to 39 years","Latvia","Total","2015","Total","Percentage","9.8",""
"From 35 to 39 years","Latvia","Total","2016","Total","Percentage","9.4",""
"From 35 to 39 years","Latvia","Males","2005","Total","Percentage","9.2","b"
"From 35 to 39 years","Latvia","Males","2006","Total","Percentage","5.2",""
"From 35 to 39 years","Latvia","Males","2007","Total","Percentage","6.1",""
"From 35 to 39 years","Latvia","Males","2008","Total","Percentage","8.4",""
"From 35 to 39 years","Latvia","Males","2009","Total","Percentage","17.7",""
"From 35 to 39 years","Latvia","Males","2010","Total","Percentage","20.6",""
"From 35 to 39 years","Latvia","Males","2011","Total","Percentage","14.6",""
"From 35 to 39 years","Latvia","Males","2012","Total","Percentage","12.5",""
"From 35 to 39 years","Latvia","Males","2013","Total","Percentage","10.9",""
"From 35 to 39 years","Latvia","Males","2014","Total","Percentage","12.8",""
"From 35 to 39 years","Latvia","Males","2015","Total","Percentage","9.4",""
"From 35 to 39 years","Latvia","Males","2016","Total","Percentage","9.4",""
"From 35 to 39 years","Latvia","Females","2005","Total","Percentage","6.9","b"
"From 35 to 39 years","Latvia","Females","2006","Total","Percentage","4.9","u"
"From 35 to 39 years","Latvia","Females","2007","Total","Percentage","4.4",""
"From 35 to 39 years","Latvia","Females","2008","Total","Percentage","6.6",""
"From 35 to 39 years","Latvia","Females","2009","Total","Percentage","11.2",""
"From 35 to 39 years","Latvia","Females","2010","Total","Percentage","16.3",""
"From 35 to 39 years","Latvia","Females","2011","Total","Percentage","11.9",""
"From 35 to 39 years","Latvia","Females","2012","Total","Percentage","10.4",""
"From 35 to 39 years","Latvia","Females","2013","Total","Percentage","10.6",""
"From 35 to 39 years","Latvia","Females","2014","Total","Percentage","11.8",""
"From 35 to 39 years","Latvia","Females","2015","Total","Percentage","10.2",""
"From 35 to 39 years","Latvia","Females","2016","Total","Percentage","9.3",""
"From 35 to 39 years","Lithuania","Total","2005","Total","Percentage","6.9","bu"
"From 35 to 39 years","Lithuania","Total","2006","Total","Percentage","4.3","u"
"From 35 to 39 years","Lithuania","Total","2007","Total","Percentage","4.6","u"
"From 35 to 39 years","Lithuania","Total","2008","Total","Percentage","4.7","u"
"From 35 to 39 years","Lithuania","Total","2009","Total","Percentage","12.9",""
"From 35 to 39 years","Lithuania","Total","2010","Total","Percentage","16.0",""
"From 35 to 39 years","Lithuania","Total","2011","Total","Percentage","14.0",""
"From 35 to 39 years","Lithuania","Total","2012","Total","Percentage","12.0",""
"From 35 to 39 years","Lithuania","Total","2013","Total","Percentage","10.8",""
"From 35 to 39 years","Lithuania","Total","2014","Total","Percentage","9.5",""
"From 35 to 39 years","Lithuania","Total","2015","Total","Percentage","9.3",""
"From 35 to 39 years","Lithuania","Total","2016","Total","Percentage","6.3",""
"From 35 to 39 years","Lithuania","Males","2005","Total","Percentage","5.3","bu"
"From 35 to 39 years","Lithuania","Males","2006","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Males","2007","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Males","2008","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Males","2009","Total","Percentage","15.8",""
"From 35 to 39 years","Lithuania","Males","2010","Total","Percentage","20.2",""
"From 35 to 39 years","Lithuania","Males","2011","Total","Percentage","17.1",""
"From 35 to 39 years","Lithuania","Males","2012","Total","Percentage","13.1",""
"From 35 to 39 years","Lithuania","Males","2013","Total","Percentage","12.1",""
"From 35 to 39 years","Lithuania","Males","2014","Total","Percentage","10.9",""
"From 35 to 39 years","Lithuania","Males","2015","Total","Percentage","10.8",""
"From 35 to 39 years","Lithuania","Males","2016","Total","Percentage","7.8","u"
"From 35 to 39 years","Lithuania","Females","2005","Total","Percentage","8.4","bu"
"From 35 to 39 years","Lithuania","Females","2006","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Females","2007","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Females","2008","Total","Percentage",":","u"
"From 35 to 39 years","Lithuania","Females","2009","Total","Percentage","9.9",""
"From 35 to 39 years","Lithuania","Females","2010","Total","Percentage","11.9",""
"From 35 to 39 years","Lithuania","Females","2011","Total","Percentage","11.2",""
"From 35 to 39 years","Lithuania","Females","2012","Total","Percentage","11.0",""
"From 35 to 39 years","Lithuania","Females","2013","Total","Percentage","9.5",""
"From 35 to 39 years","Lithuania","Females","2014","Total","Percentage","8.1","u"
"From 35 to 39 years","Lithuania","Females","2015","Total","Percentage","7.8","u"
"From 35 to 39 years","Lithuania","Females","2016","Total","Percentage",":","u"
"From 35 to 39 years","Luxembourg","Total","2005","Total","Percentage","3.4","b"
"From 35 to 39 years","Luxembourg","Total","2006","Total","Percentage","4.5",""
"From 35 to 39 years","Luxembourg","Total","2007","Total","Percentage","1.9","bu"
"From 35 to 39 years","Luxembourg","Total","2008","Total","Percentage","3.4",""
"From 35 to 39 years","Luxembourg","Total","2009","Total","Percentage","4.8","b"
"From 35 to 39 years","Luxembourg","Total","2010","Total","Percentage","3.4",""
"From 35 to 39 years","Luxembourg","Total","2011","Total","Percentage","3.9",""
"From 35 to 39 years","Luxembourg","Total","2012","Total","Percentage","3.8",""
"From 35 to 39 years","Luxembourg","Total","2013","Total","Percentage","5.0",""
"From 35 to 39 years","Luxembourg","Total","2014","Total","Percentage","3.6",""
"From 35 to 39 years","Luxembourg","Total","2015","Total","Percentage","4.1","b"
"From 35 to 39 years","Luxembourg","Total","2016","Total","Percentage","4.5",""
"From 35 to 39 years","Luxembourg","Males","2005","Total","Percentage",":","bu"
"From 35 to 39 years","Luxembourg","Males","2006","Total","Percentage",":","u"
"From 35 to 39 years","Luxembourg","Males","2007","Total","Percentage",":","bu"
"From 35 to 39 years","Luxembourg","Males","2008","Total","Percentage","3.8","u"
"From 35 to 39 years","Luxembourg","Males","2009","Total","Percentage",":","bu"
"From 35 to 39 years","Luxembourg","Males","2010","Total","Percentage",":","u"
"From 35 to 39 years","Luxembourg","Males","2011","Total","Percentage",":","u"
"From 35 to 39 years","Luxembourg","Males","2012","Total","Percentage","3.2","u"
"From 35 to 39 years","Luxembourg","Males","2013","Total","Percentage","3.4","u"
"From 35 to 39 years","Luxembourg","Males","2014","Total","Percentage","3.3","u"
"From 35 to 39 years","Luxembourg","Males","2015","Total","Percentage","3.7","bu"
"From 35 to 39 years","Luxembourg","Males","2016","Total","Percentage","4.5","u"
"From 35 to 39 years","Luxembourg","Females","2005","Total","Percentage","5.5","bu"
"From 35 to 39 years","Luxembourg","Females","2006","Total","Percentage","7.5",""
"From 35 to 39 years","Luxembourg","Females","2007","Total","Percentage",":","bu"
"From 35 to 39 years","Luxembourg","Females","2008","Total","Percentage",":","u"
"From 35 to 39 years","Luxembourg","Females","2009","Total","Percentage","7.9","b"
"From 35 to 39 years","Luxembourg","Females","2010","Total","Percentage","4.9","u"
"From 35 to 39 years","Luxembourg","Females","2011","Total","Percentage","5.9","u"
"From 35 to 39 years","Luxembourg","Females","2012","Total","Percentage","4.6","u"
"From 35 to 39 years","Luxembourg","Females","2013","Total","Percentage","6.8",""
"From 35 to 39 years","Luxembourg","Females","2014","Total","Percentage","3.9","u"
"From 35 to 39 years","Luxembourg","Females","2015","Total","Percentage","4.5","bu"
"From 35 to 39 years","Luxembourg","Females","2016","Total","Percentage","4.5","u"
"From 35 to 39 years","Hungary","Total","2005","Total","Percentage","6.8","b"
"From 35 to 39 years","Hungary","Total","2006","Total","Percentage","7.1",""
"From 35 to 39 years","Hungary","Total","2007","Total","Percentage","6.7",""
"From 35 to 39 years","Hungary","Total","2008","Total","Percentage","6.9",""
"From 35 to 39 years","Hungary","Total","2009","Total","Percentage","8.5",""
"From 35 to 39 years","Hungary","Total","2010","Total","Percentage","9.7",""
"From 35 to 39 years","Hungary","Total","2011","Total","Percentage","9.9",""
"From 35 to 39 years","Hungary","Total","2012","Total","Percentage","9.8",""
