"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2009Q3","Poland","Females","From 15 to 74 years","Total","Percentage","8.6",""
"2009Q3","Portugal","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2009Q3","Portugal","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2009Q3","Portugal","Females","From 15 to 74 years","Total","Percentage","10.8",""
"2009Q3","Romania","Total","From 15 to 74 years","Total","Percentage","6.8",""
"2009Q3","Romania","Males","From 15 to 74 years","Total","Percentage","7.6",""
"2009Q3","Romania","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2009Q3","Slovenia","Total","From 15 to 74 years","Total","Percentage","6.2",""
"2009Q3","Slovenia","Males","From 15 to 74 years","Total","Percentage","6.3",""
"2009Q3","Slovenia","Females","From 15 to 74 years","Total","Percentage","6.1",""
"2009Q3","Slovakia","Total","From 15 to 74 years","Total","Percentage","12.5",""
"2009Q3","Slovakia","Males","From 15 to 74 years","Total","Percentage","11.9",""
"2009Q3","Slovakia","Females","From 15 to 74 years","Total","Percentage","13.3",""
"2009Q3","Finland","Total","From 15 to 74 years","Total","Percentage","7.5",""
"2009Q3","Finland","Males","From 15 to 74 years","Total","Percentage","7.7",""
"2009Q3","Finland","Females","From 15 to 74 years","Total","Percentage","7.4",""
"2009Q3","Sweden","Total","From 15 to 74 years","Total","Percentage","8.1",""
"2009Q3","Sweden","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2009Q3","Sweden","Females","From 15 to 74 years","Total","Percentage","7.7",""
"2009Q3","United Kingdom","Total","From 15 to 74 years","Total","Percentage","8.0",""
"2009Q3","United Kingdom","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2009Q3","United Kingdom","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2009Q3","Iceland","Total","From 15 to 74 years","Total","Percentage","6.0",""
"2009Q3","Iceland","Males","From 15 to 74 years","Total","Percentage","6.5",""
"2009Q3","Iceland","Females","From 15 to 74 years","Total","Percentage","5.4",""
"2009Q3","Norway","Total","From 15 to 74 years","Total","Percentage","3.2",""
"2009Q3","Norway","Males","From 15 to 74 years","Total","Percentage","3.5",""
"2009Q3","Norway","Females","From 15 to 74 years","Total","Percentage","2.8",""
"2009Q3","Switzerland","Total","From 15 to 74 years","Total","Percentage",":",""
"2009Q3","Switzerland","Males","From 15 to 74 years","Total","Percentage",":",""
"2009Q3","Switzerland","Females","From 15 to 74 years","Total","Percentage",":",""
"2009Q3","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","31.7",""
"2009Q3","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","31.5",""
"2009Q3","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","32.1",""
"2009Q3","Turkey","Total","From 15 to 74 years","Total","Percentage","12.2",""
"2009Q3","Turkey","Males","From 15 to 74 years","Total","Percentage","11.9",""
"2009Q3","Turkey","Females","From 15 to 74 years","Total","Percentage","13.0",""
"2009Q4","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2009Q4","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","9.3",""
"2009Q4","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.1",""
"2009Q4","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","9.2",""
"2009Q4","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2009Q4","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.1",""
"2009Q4","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.3",""
"2009Q4","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2009Q4","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.2",""
"2009Q4","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2009Q4","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","9.9",""
"2009Q4","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.0",""
"2009Q4","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","9.8",""
"2009Q4","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2009Q4","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","9.9",""
"2009Q4","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","9.8",""
"2009Q4","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2009Q4","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","9.9",""
"2009Q4","Belgium","Total","From 15 to 74 years","Total","Percentage","8.1",""
"2009Q4","Belgium","Males","From 15 to 74 years","Total","Percentage","8.1",""
"2009Q4","Belgium","Females","From 15 to 74 years","Total","Percentage","8.0",""
"2009Q4","Bulgaria","Total","From 15 to 74 years","Total","Percentage","7.9",""
"2009Q4","Bulgaria","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2009Q4","Bulgaria","Females","From 15 to 74 years","Total","Percentage","7.4",""
"2009Q4","Czech Republic","Total","From 15 to 74 years","Total","Percentage","7.3",""
"2009Q4","Czech Republic","Males","From 15 to 74 years","Total","Percentage","6.5",""
"2009Q4","Czech Republic","Females","From 15 to 74 years","Total","Percentage","8.2",""
"2009Q4","Denmark","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2009Q4","Denmark","Males","From 15 to 74 years","Total","Percentage","7.3",""
"2009Q4","Denmark","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","7.3",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","7.7",""
"2009Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2009Q4","Estonia","Total","From 15 to 74 years","Total","Percentage","15.5",""
"2009Q4","Estonia","Males","From 15 to 74 years","Total","Percentage","19.7",""
"2009Q4","Estonia","Females","From 15 to 74 years","Total","Percentage","11.1",""
"2009Q4","Ireland","Total","From 15 to 74 years","Total","Percentage","12.6",""
"2009Q4","Ireland","Males","From 15 to 74 years","Total","Percentage","16.0",""
"2009Q4","Ireland","Females","From 15 to 74 years","Total","Percentage","8.4",""
"2009Q4","Greece","Total","From 15 to 74 years","Total","Percentage","10.5",""
"2009Q4","Greece","Males","From 15 to 74 years","Total","Percentage","7.8",""
"2009Q4","Greece","Females","From 15 to 74 years","Total","Percentage","14.2",""
"2009Q4","Spain","Total","From 15 to 74 years","Total","Percentage","18.7",""
"2009Q4","Spain","Males","From 15 to 74 years","Total","Percentage","18.6",""
"2009Q4","Spain","Females","From 15 to 74 years","Total","Percentage","18.8",""
"2009Q4","France","Total","From 15 to 74 years","Total","Percentage","9.5",""
"2009Q4","France","Males","From 15 to 74 years","Total","Percentage","9.6",""
"2009Q4","France","Females","From 15 to 74 years","Total","Percentage","9.4",""
"2009Q4","Croatia","Total","From 15 to 74 years","Total","Percentage","9.7",""
"2009Q4","Croatia","Males","From 15 to 74 years","Total","Percentage","7.9",""
"2009Q4","Croatia","Females","From 15 to 74 years","Total","Percentage","11.8",""
"2009Q4","Italy","Total","From 15 to 74 years","Total","Percentage","8.5",""
"2009Q4","Italy","Males","From 15 to 74 years","Total","Percentage","7.4",""
"2009Q4","Italy","Females","From 15 to 74 years","Total","Percentage","10.1",""
"2009Q4","Cyprus","Total","From 15 to 74 years","Total","Percentage","6.1",""
"2009Q4","Cyprus","Males","From 15 to 74 years","Total","Percentage","6.3",""
"2009Q4","Cyprus","Females","From 15 to 74 years","Total","Percentage","5.8",""
"2009Q4","Latvia","Total","From 15 to 74 years","Total","Percentage","19.9",""
"2009Q4","Latvia","Males","From 15 to 74 years","Total","Percentage","23.6",""
"2009Q4","Latvia","Females","From 15 to 74 years","Total","Percentage","16.4",""
"2009Q4","Lithuania","Total","From 15 to 74 years","Total","Percentage","15.5",""
"2009Q4","Lithuania","Males","From 15 to 74 years","Total","Percentage","19.5",""
"2009Q4","Lithuania","Females","From 15 to 74 years","Total","Percentage","11.6",""
"2009Q4","Luxembourg","Total","From 15 to 74 years","Total","Percentage","5.3",""
"2009Q4","Luxembourg","Males","From 15 to 74 years","Total","Percentage","4.5",""
"2009Q4","Luxembourg","Females","From 15 to 74 years","Total","Percentage","6.4",""
"2009Q4","Hungary","Total","From 15 to 74 years","Total","Percentage","10.4",""
"2009Q4","Hungary","Males","From 15 to 74 years","Total","Percentage","10.6",""
"2009Q4","Hungary","Females","From 15 to 74 years","Total","Percentage","10.2",""
"2009Q4","Malta","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2009Q4","Malta","Males","From 15 to 74 years","Total","Percentage","6.3",""
"2009Q4","Malta","Females","From 15 to 74 years","Total","Percentage","8.8",""
"2009Q4","Netherlands","Total","From 15 to 74 years","Total","Percentage","3.8",""
"2009Q4","Netherlands","Males","From 15 to 74 years","Total","Percentage","3.8",""
"2009Q4","Netherlands","Females","From 15 to 74 years","Total","Percentage","3.8",""
"2009Q4","Austria","Total","From 15 to 74 years","Total","Percentage","5.3",""
"2009Q4","Austria","Males","From 15 to 74 years","Total","Percentage","5.6",""
"2009Q4","Austria","Females","From 15 to 74 years","Total","Percentage","4.9",""
"2009Q4","Poland","Total","From 15 to 74 years","Total","Percentage","8.5",""
"2009Q4","Poland","Males","From 15 to 74 years","Total","Percentage","8.2",""
"2009Q4","Poland","Females","From 15 to 74 years","Total","Percentage","8.8",""
"2009Q4","Portugal","Total","From 15 to 74 years","Total","Percentage","10.2",""
"2009Q4","Portugal","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2009Q4","Portugal","Females","From 15 to 74 years","Total","Percentage","10.8",""
"2009Q4","Romania","Total","From 15 to 74 years","Total","Percentage","7.5",""
"2009Q4","Romania","Males","From 15 to 74 years","Total","Percentage","8.1",""
"2009Q4","Romania","Females","From 15 to 74 years","Total","Percentage","6.7",""
"2009Q4","Slovenia","Total","From 15 to 74 years","Total","Percentage","6.4",""
"2009Q4","Slovenia","Males","From 15 to 74 years","Total","Percentage","6.3",""
"2009Q4","Slovenia","Females","From 15 to 74 years","Total","Percentage","6.6",""
"2009Q4","Slovakia","Total","From 15 to 74 years","Total","Percentage","13.9",""
"2009Q4","Slovakia","Males","From 15 to 74 years","Total","Percentage","13.5",""
"2009Q4","Slovakia","Females","From 15 to 74 years","Total","Percentage","14.3",""
"2009Q4","Finland","Total","From 15 to 74 years","Total","Percentage","8.2",""
"2009Q4","Finland","Males","From 15 to 74 years","Total","Percentage","8.9",""
"2009Q4","Finland","Females","From 15 to 74 years","Total","Percentage","7.5",""
"2009Q4","Sweden","Total","From 15 to 74 years","Total","Percentage","8.3",""
"2009Q4","Sweden","Males","From 15 to 74 years","Total","Percentage","8.7",""
"2009Q4","Sweden","Females","From 15 to 74 years","Total","Percentage","7.9",""
"2009Q4","United Kingdom","Total","From 15 to 74 years","Total","Percentage","7.6",""
"2009Q4","United Kingdom","Males","From 15 to 74 years","Total","Percentage","8.5",""
"2009Q4","United Kingdom","Females","From 15 to 74 years","Total","Percentage","6.5",""
"2009Q4","Iceland","Total","From 15 to 74 years","Total","Percentage","6.7",""
"2009Q4","Iceland","Males","From 15 to 74 years","Total","Percentage","8.0",""
"2009Q4","Iceland","Females","From 15 to 74 years","Total","Percentage","5.2",""
"2009Q4","Norway","Total","From 15 to 74 years","Total","Percentage","2.9",""
"2009Q4","Norway","Males","From 15 to 74 years","Total","Percentage","3.4",""
"2009Q4","Norway","Females","From 15 to 74 years","Total","Percentage","2.3",""
"2009Q4","Switzerland","Total","From 15 to 74 years","Total","Percentage",":",""
"2009Q4","Switzerland","Males","From 15 to 74 years","Total","Percentage",":",""
"2009Q4","Switzerland","Females","From 15 to 74 years","Total","Percentage",":",""
"2009Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","32.4",""
"2009Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","32.6",""
"2009Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","32.1",""
"2009Q4","Turkey","Total","From 15 to 74 years","Total","Percentage","11.8",""
"2009Q4","Turkey","Males","From 15 to 74 years","Total","Percentage","11.8",""
"2009Q4","Turkey","Females","From 15 to 74 years","Total","Percentage","11.8",""
"2010Q1","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q1","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","10.3",""
"2010Q1","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q1","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q1","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","10.3",""
"2010Q1","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q1","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q1","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","10.1",""
"2010Q1","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q1","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","10.6",""
"2010Q1","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","10.6",""
"2010Q1","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q1","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q1","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q1","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","10.4",""
"2010Q1","Belgium","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q1","Belgium","Males","From 15 to 74 years","Total","Percentage","8.4",""
"2010Q1","Belgium","Females","From 15 to 74 years","Total","Percentage","8.9",""
"2010Q1","Bulgaria","Total","From 15 to 74 years","Total","Percentage","10.2","b"
"2010Q1","Bulgaria","Males","From 15 to 74 years","Total","Percentage","10.8","b"
"2010Q1","Bulgaria","Females","From 15 to 74 years","Total","Percentage","9.5","b"
"2010Q1","Czech Republic","Total","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q1","Czech Republic","Males","From 15 to 74 years","Total","Percentage","7.5",""
"2010Q1","Czech Republic","Females","From 15 to 74 years","Total","Percentage","8.9",""
"2010Q1","Denmark","Total","From 15 to 74 years","Total","Percentage","7.8",""
"2010Q1","Denmark","Males","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q1","Denmark","Females","From 15 to 74 years","Total","Percentage","6.1",""
"2010Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","7.9","b"
"2010Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","8.5","b"
"2010Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","7.2","b"
"2010Q1","Estonia","Total","From 15 to 74 years","Total","Percentage","19.5",""
"2010Q1","Estonia","Males","From 15 to 74 years","Total","Percentage","24.8",""
"2010Q1","Estonia","Females","From 15 to 74 years","Total","Percentage","14.2",""
"2010Q1","Ireland","Total","From 15 to 74 years","Total","Percentage","13.1",""
"2010Q1","Ireland","Males","From 15 to 74 years","Total","Percentage","16.6",""
"2010Q1","Ireland","Females","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q1","Greece","Total","From 15 to 74 years","Total","Percentage","11.9",""
"2010Q1","Greece","Males","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q1","Greece","Females","From 15 to 74 years","Total","Percentage","15.7",""
"2010Q1","Spain","Total","From 15 to 74 years","Total","Percentage","19.9",""
"2010Q1","Spain","Males","From 15 to 74 years","Total","Percentage","19.8",""
"2010Q1","Spain","Females","From 15 to 74 years","Total","Percentage","19.9",""
"2010Q1","France","Total","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q1","France","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q1","France","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q1","Croatia","Total","From 15 to 74 years","Total","Percentage","11.3",""
"2010Q1","Croatia","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Croatia","Females","From 15 to 74 years","Total","Percentage","12.2",""
"2010Q1","Italy","Total","From 15 to 74 years","Total","Percentage","9.0",""
"2010Q1","Italy","Males","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q1","Italy","Females","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Cyprus","Total","From 15 to 74 years","Total","Percentage","7.4",""
"2010Q1","Cyprus","Males","From 15 to 74 years","Total","Percentage","7.4",""
"2010Q1","Cyprus","Females","From 15 to 74 years","Total","Percentage","7.4",""
"2010Q1","Latvia","Total","From 15 to 74 years","Total","Percentage","21.3",""
"2010Q1","Latvia","Males","From 15 to 74 years","Total","Percentage","26.8",""
"2010Q1","Latvia","Females","From 15 to 74 years","Total","Percentage","15.8",""
"2010Q1","Lithuania","Total","From 15 to 74 years","Total","Percentage","18.2",""
"2010Q1","Lithuania","Males","From 15 to 74 years","Total","Percentage","23.3",""
"2010Q1","Lithuania","Females","From 15 to 74 years","Total","Percentage","13.3",""
"2010Q1","Luxembourg","Total","From 15 to 74 years","Total","Percentage","4.9",""
"2010Q1","Luxembourg","Males","From 15 to 74 years","Total","Percentage","4.5",""
"2010Q1","Luxembourg","Females","From 15 to 74 years","Total","Percentage","5.3",""
"2010Q1","Hungary","Total","From 15 to 74 years","Total","Percentage","11.8",""
"2010Q1","Hungary","Males","From 15 to 74 years","Total","Percentage","12.7",""
"2010Q1","Hungary","Females","From 15 to 74 years","Total","Percentage","10.9",""
"2010Q1","Malta","Total","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q1","Malta","Males","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q1","Malta","Females","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q1","Netherlands","Total","From 15 to 74 years","Total","Percentage","4.8","b"
"2010Q1","Netherlands","Males","From 15 to 74 years","Total","Percentage","4.8","b"
"2010Q1","Netherlands","Females","From 15 to 74 years","Total","Percentage","4.9","b"
"2010Q1","Austria","Total","From 15 to 74 years","Total","Percentage","5.2",""
"2010Q1","Austria","Males","From 15 to 74 years","Total","Percentage","5.8",""
"2010Q1","Austria","Females","From 15 to 74 years","Total","Percentage","4.6",""
"2010Q1","Poland","Total","From 15 to 74 years","Total","Percentage","10.6","b"
"2010Q1","Poland","Males","From 15 to 74 years","Total","Percentage","10.6","b"
"2010Q1","Poland","Females","From 15 to 74 years","Total","Percentage","10.7","b"
"2010Q1","Portugal","Total","From 15 to 74 years","Total","Percentage","10.7",""
"2010Q1","Portugal","Males","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q1","Portugal","Females","From 15 to 74 years","Total","Percentage","11.6",""
"2010Q1","Romania","Total","From 15 to 74 years","Total","Percentage","7.8","b"
"2010Q1","Romania","Males","From 15 to 74 years","Total","Percentage","8.5","b"
"2010Q1","Romania","Females","From 15 to 74 years","Total","Percentage","6.8","b"
"2010Q1","Slovenia","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q1","Slovenia","Males","From 15 to 74 years","Total","Percentage","7.4",""
"2010Q1","Slovenia","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2010Q1","Slovakia","Total","From 15 to 74 years","Total","Percentage","15.2",""
"2010Q1","Slovakia","Males","From 15 to 74 years","Total","Percentage","15.0",""
"2010Q1","Slovakia","Females","From 15 to 74 years","Total","Percentage","15.4",""
"2010Q1","Finland","Total","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q1","Finland","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q1","Finland","Females","From 15 to 74 years","Total","Percentage","8.0",""
"2010Q1","Sweden","Total","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q1","Sweden","Males","From 15 to 74 years","Total","Percentage","9.7",""
"2010Q1","Sweden","Females","From 15 to 74 years","Total","Percentage","9.1",""
"2010Q1","United Kingdom","Total","From 15 to 74 years","Total","Percentage","7.9",""
"2010Q1","United Kingdom","Males","From 15 to 74 years","Total","Percentage","9.1",""
"2010Q1","United Kingdom","Females","From 15 to 74 years","Total","Percentage","6.6",""
"2010Q1","Iceland","Total","From 15 to 74 years","Total","Percentage","7.6",""
"2010Q1","Iceland","Males","From 15 to 74 years","Total","Percentage","9.2",""
"2010Q1","Iceland","Females","From 15 to 74 years","Total","Percentage","5.7",""
"2010Q1","Norway","Total","From 15 to 74 years","Total","Percentage","3.6",""
"2010Q1","Norway","Males","From 15 to 74 years","Total","Percentage","4.2",""
"2010Q1","Norway","Females","From 15 to 74 years","Total","Percentage","3.0",""
"2010Q1","Switzerland","Total","From 15 to 74 years","Total","Percentage","5.4","b"
"2010Q1","Switzerland","Males","From 15 to 74 years","Total","Percentage","5.4","b"
"2010Q1","Switzerland","Females","From 15 to 74 years","Total","Percentage","5.4","b"
"2010Q1","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 74 years","Total","Percentage","33.5",""
"2010Q1","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 74 years","Total","Percentage","33.5",""
"2010Q1","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 74 years","Total","Percentage","33.5",""
"2010Q1","Turkey","Total","From 15 to 74 years","Total","Percentage","13.0",""
"2010Q1","Turkey","Males","From 15 to 74 years","Total","Percentage","13.1",""
"2010Q1","Turkey","Females","From 15 to 74 years","Total","Percentage","13.0",""
"2010Q2","European Union (28 countries)","Total","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","European Union (28 countries)","Males","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q2","European Union (28 countries)","Females","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q2","European Union (27 countries)","Total","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","European Union (27 countries)","Males","From 15 to 74 years","Total","Percentage","9.6",""
"2010Q2","European Union (27 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q2","European Union (15 countries)","Total","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q2","European Union (15 countries)","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","European Union (15 countries)","Females","From 15 to 74 years","Total","Percentage","9.3",""
"2010Q2","Euro area (19 countries)","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Euro area (19 countries)","Males","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Euro area (19 countries)","Females","From 15 to 74 years","Total","Percentage","10.1",""
"2010Q2","Euro area (18 countries)","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q2","Euro area (18 countries)","Males","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q2","Euro area (18 countries)","Females","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Euro area (17 countries)","Total","From 15 to 74 years","Total","Percentage","9.9",""
"2010Q2","Euro area (17 countries)","Males","From 15 to 74 years","Total","Percentage","9.8",""
"2010Q2","Euro area (17 countries)","Females","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Belgium","Total","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q2","Belgium","Males","From 15 to 74 years","Total","Percentage","8.1",""
"2010Q2","Belgium","Females","From 15 to 74 years","Total","Percentage","8.2",""
"2010Q2","Bulgaria","Total","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Bulgaria","Males","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q2","Bulgaria","Females","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","Czech Republic","Total","From 15 to 74 years","Total","Percentage","7.1",""
"2010Q2","Czech Republic","Males","From 15 to 74 years","Total","Percentage","6.2",""
"2010Q2","Czech Republic","Females","From 15 to 74 years","Total","Percentage","8.3",""
"2010Q2","Denmark","Total","From 15 to 74 years","Total","Percentage","7.5",""
"2010Q2","Denmark","Males","From 15 to 74 years","Total","Percentage","8.9",""
"2010Q2","Denmark","Females","From 15 to 74 years","Total","Percentage","5.9",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Total","Percentage","7.0",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Total","Percentage","7.4",""
"2010Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Total","Percentage","6.4",""
"2010Q2","Estonia","Total","From 15 to 74 years","Total","Percentage","18.3",""
"2010Q2","Estonia","Males","From 15 to 74 years","Total","Percentage","22.3",""
"2010Q2","Estonia","Females","From 15 to 74 years","Total","Percentage","14.4",""
"2010Q2","Ireland","Total","From 15 to 74 years","Total","Percentage","13.9",""
"2010Q2","Ireland","Males","From 15 to 74 years","Total","Percentage","17.1",""
"2010Q2","Ireland","Females","From 15 to 74 years","Total","Percentage","10.0",""
"2010Q2","Greece","Total","From 15 to 74 years","Total","Percentage","12.0",""
"2010Q2","Greece","Males","From 15 to 74 years","Total","Percentage","9.5",""
"2010Q2","Greece","Females","From 15 to 74 years","Total","Percentage","15.4",""
"2010Q2","Spain","Total","From 15 to 74 years","Total","Percentage","19.9",""
"2010Q2","Spain","Males","From 15 to 74 years","Total","Percentage","19.6",""
"2010Q2","Spain","Females","From 15 to 74 years","Total","Percentage","20.3",""
"2010Q2","France","Total","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q2","France","Males","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q2","France","Females","From 15 to 74 years","Total","Percentage","8.6",""
"2010Q2","Croatia","Total","From 15 to 74 years","Total","Percentage","12.0",""
"2010Q2","Croatia","Males","From 15 to 74 years","Total","Percentage","11.6",""
"2010Q2","Croatia","Females","From 15 to 74 years","Total","Percentage","12.6",""
"2010Q2","Italy","Total","From 15 to 74 years","Total","Percentage","8.3",""
"2010Q2","Italy","Males","From 15 to 74 years","Total","Percentage","7.5",""
"2010Q2","Italy","Females","From 15 to 74 years","Total","Percentage","9.4",""
"2010Q2","Cyprus","Total","From 15 to 74 years","Total","Percentage","6.5",""
"2010Q2","Cyprus","Males","From 15 to 74 years","Total","Percentage","6.3",""
"2010Q2","Cyprus","Females","From 15 to 74 years","Total","Percentage","6.8",""
"2010Q2","Latvia","Total","From 15 to 74 years","Total","Percentage","20.4",""
"2010Q2","Latvia","Males","From 15 to 74 years","Total","Percentage","23.8",""
"2010Q2","Latvia","Females","From 15 to 74 years","Total","Percentage","17.1",""
"2010Q2","Lithuania","Total","From 15 to 74 years","Total","Percentage","18.2",""
"2010Q2","Lithuania","Males","From 15 to 74 years","Total","Percentage","22.2",""
"2010Q2","Lithuania","Females","From 15 to 74 years","Total","Percentage","14.3",""
"2010Q2","Luxembourg","Total","From 15 to 74 years","Total","Percentage","4.1",""
"2010Q2","Luxembourg","Males","From 15 to 74 years","Total","Percentage","4.2",""
"2010Q2","Luxembourg","Females","From 15 to 74 years","Total","Percentage","4.0",""
"2010Q2","Hungary","Total","From 15 to 74 years","Total","Percentage","11.2",""
"2010Q2","Hungary","Males","From 15 to 74 years","Total","Percentage","11.8",""
"2010Q2","Hungary","Females","From 15 to 74 years","Total","Percentage","10.5",""
"2010Q2","Malta","Total","From 15 to 74 years","Total","Percentage","6.6",""
"2010Q2","Malta","Males","From 15 to 74 years","Total","Percentage","6.0",""
